"","id","site","sex","age","viewcat","setting","viewenc","prebody","prelet","preform","prenumb","prerelat","preclasf","postbody","postlet","postform","postnumb","postrelat","postclasf","peabody","agecat","encour","regular","prebody_p","postbody_p","prelet_p","postlet_p","preform_p","postform_p","prenumb_p","postnumb_p","prerelat_p","postrelat_p","preclasf_p","postclasf_p","improve_body","improve_let","improve_form","improve_numb","improve_relat","improve_clasf","body_betatransf","let_betatransf","form_betatransf","numb_betatransf","relat_betatransf","clasf_betatransf","peabody_log"
"127",127,"adv_rural","male",57,"once_twice","home","encouraged",26,14,9,23,15,9,28,15,14,24,12,9,35,1,1,1,81.25,87.5,24.1379310344828,25.8620689655172,45,70,42.5925925925926,44.4444444444444,88.2352941176471,70.5882352941177,37.5,37.5,6.25,1.72413793103448,25,1.85185185185185,-17.6470588235294,0,0.53125,0.508620689655172,0.625,0.509259259259259,0.411764705882353,0.5,3.55534806148941
"128",128,"adv_rural","male",44,"rare","school","not_encouraged",12,9,7,14,9,14,13,13,7,17,9,7,32,0,0,0,37.5,40.625,15.5172413793103,22.4137931034483,35,35,25.9259259259259,31.4814814814815,52.9411764705882,52.9411764705882,58.3333333333333,29.1666666666667,3.125,6.89655172413793,0,5.55555555555555,0,-29.1666666666667,0.515625,0.53448275862069,0.5,0.527777777777778,0.5,0.354166666666667,3.46573590279973
"129",129,"adv_rural","female",41,"once_twice","school","not_encouraged",16,14,9,10,11,9,22,17,9,23,8,13,36,0,0,1,50,68.75,24.1379310344828,29.3103448275862,45,45,18.5185185185185,42.5925925925926,64.7058823529412,47.0588235294118,37.5,54.1666666666667,18.75,5.17241379310345,0,24.0740740740741,-17.6470588235294,16.6666666666667,0.59375,0.525862068965517,0.5,0.62037037037037,0.411764705882353,0.583333333333333,3.58351893845611
"130",130,"adv_rural","female",58,"over_five","school","encouraged",17,9,11,28,8,13,29,13,12,29,12,15,38,1,1,1,53.125,90.625,15.5172413793103,22.4137931034483,55,60,51.8518518518519,53.7037037037037,47.0588235294118,70.5882352941177,54.1666666666667,62.5,37.5,6.89655172413793,5,1.85185185185185,23.5294117647059,8.33333333333334,0.6875,0.53448275862069,0.525,0.509259259259259,0.61764705882353,0.541666666666667,3.63758615972639
"131",131,"adv_rural","female",60,"over_five","school","encouraged",31,19,11,27,11,16,31,31,17,38,13,22,42,1,1,1,96.875,96.875,32.7586206896552,53.448275862069,55,85,50,70.3703703703704,64.7058823529412,76.4705882352941,66.6666666666667,91.6666666666667,0,20.6896551724138,30,20.3703703703704,11.7647058823529,25,0.5,0.603448275862069,0.65,0.601851851851852,0.558823529411765,0.625,3.73766961828337
"132",132,"adv_rural","female",40,"once_twice","home","encouraged",12,14,3,17,6,6,16,13,6,17,10,9,27,0,1,1,37.5,50,24.1379310344828,22.4137931034483,15,30,31.4814814814815,31.4814814814815,35.2941176470588,58.8235294117647,25,37.5,12.5,-1.72413793103448,15,0,23.5294117647059,12.5,0.5625,0.491379310344828,0.575,0.5,0.61764705882353,0.5625,3.29583686600433
"133",133,"adv_rural","female",37,"once_twice","home","encouraged",7,4,6,4,5,4,13,13,6,14,9,11,60,0,1,1,21.875,40.625,6.89655172413793,22.4137931034483,30,30,7.40740740740741,25.9259259259259,29.4117647058824,52.9411764705882,16.6666666666667,45.8333333333333,18.75,15.5172413793103,0,18.5185185185185,23.5294117647059,29.1666666666667,0.59375,0.577586206896552,0.5,0.592592592592593,0.61764705882353,0.645833333333333,4.0943445622221
"134",134,"adv_rural","male",45,"rare","home","encouraged",12,5,5,9,7,7,15,13,12,20,12,11,28,0,1,0,37.5,46.875,8.62068965517241,22.4137931034483,25,60,16.6666666666667,37.037037037037,41.1764705882353,70.5882352941177,29.1666666666667,45.8333333333333,9.375,13.7931034482759,35,20.3703703703704,29.4117647058824,16.6666666666667,0.546875,0.568965517241379,0.675,0.601851851851852,0.647058823529412,0.583333333333333,3.3322045101752
"135",135,"adv_rural","male",60,"three_five","home","encouraged",17,18,9,14,7,6,32,36,13,32,13,12,33,1,1,1,53.125,100,31.0344827586207,62.0689655172414,45,65,25.9259259259259,59.2592592592593,41.1764705882353,76.4705882352941,25,50,46.875,31.0344827586207,20,33.3333333333333,35.2941176470588,25,0.734375,0.655172413793103,0.6,0.666666666666667,0.676470588235294,0.625,3.49650756146648
"136",136,"adv_rural","male",52,"once_twice","home","not_encouraged",18,13,9,24,10,16,25,15,12,26,11,10,55,1,0,1,56.25,78.125,22.4137931034483,25.8620689655172,45,60,44.4444444444444,48.1481481481481,58.8235294117647,64.7058823529412,66.6666666666667,41.6666666666667,21.875,3.44827586206896,15,3.7037037037037,5.88235294117647,-25,0.609375,0.517241379310345,0.575,0.518518518518518,0.529411764705882,0.375,4.00733318523247
"137",137,"adv_rural","female",46,"over_five","home","encouraged",20,12,4,17,8,8,28,22,17,38,14,20,29,0,1,1,62.5,87.5,20.6896551724138,37.9310344827586,20,85,31.4814814814815,70.3703703703704,47.0588235294118,82.3529411764706,33.3333333333333,83.3333333333333,25,17.2413793103448,65,38.8888888888889,35.2941176470588,50,0.625,0.586206896551724,0.825,0.694444444444444,0.676470588235294,0.75,3.36729582998647
"138",138,"adv_rural","female",60,"over_five","home","encouraged",23,16,9,25,11,14,29,26,17,38,16,22,46,1,1,1,71.875,90.625,27.5862068965517,44.8275862068966,45,85,46.2962962962963,70.3703703703704,64.7058823529412,94.1176470588235,58.3333333333333,91.6666666666667,18.75,17.2413793103448,40,24.0740740740741,29.4117647058824,33.3333333333333,0.59375,0.586206896551724,0.7,0.62037037037037,0.647058823529412,0.666666666666667,3.8286413964891
"139",139,"adv_rural","male",60,"three_five","home","encouraged",17,11,10,15,10,14,11,13,7,16,9,13,33,1,1,1,53.125,34.375,18.9655172413793,22.4137931034483,50,35,27.7777777777778,29.6296296296296,58.8235294117647,52.9411764705882,58.3333333333333,54.1666666666667,-18.75,3.44827586206897,-15,1.85185185185185,-5.88235294117647,-4.16666666666667,0.40625,0.517241379310345,0.425,0.509259259259259,0.470588235294118,0.479166666666667,3.49650756146648
"140",140,"adv_rural","male",59,"three_five","home","encouraged",7,16,11,10,6,10,15,14,9,14,8,10,32,1,1,1,21.875,46.875,27.5862068965517,24.1379310344828,55,45,18.5185185185185,25.9259259259259,35.2941176470588,47.0588235294118,41.6666666666667,41.6666666666667,25,-3.44827586206896,-10,7.40740740740741,11.7647058823529,0,0.625,0.482758620689655,0.45,0.537037037037037,0.558823529411765,0.5,3.46573590279973
"141",141,"adv_rural","female",52,"three_five","home","encouraged",29,20,8,37,13,13,28,46,12,42,13,15,47,1,1,1,90.625,87.5,34.4827586206897,79.3103448275862,40,60,68.5185185185185,77.7777777777778,76.4705882352941,76.4705882352941,54.1666666666667,62.5,-3.125,44.8275862068965,20,9.25925925925925,0,8.33333333333334,0.484375,0.724137931034483,0.6,0.546296296296296,0.5,0.541666666666667,3.85014760171006
"142",142,"adv_rural","male",60,"three_five","home","encouraged",29,13,12,17,12,16,29,25,17,32,13,19,90,1,1,1,90.625,90.625,22.4137931034483,43.1034482758621,60,85,31.4814814814815,59.2592592592593,70.5882352941177,76.4705882352941,66.6666666666667,79.1666666666667,0,20.6896551724138,25,27.7777777777778,5.88235294117646,12.5,0.5,0.603448275862069,0.625,0.638888888888889,0.529411764705882,0.5625,4.49980967033027
"143",143,"adv_rural","female",56,"once_twice","home","encouraged",21,12,12,17,9,14,23,26,16,34,10,20,61,1,1,1,65.625,71.875,20.6896551724138,44.8275862068966,60,80,31.4814814814815,62.962962962963,52.9411764705882,58.8235294117647,58.3333333333333,83.3333333333333,6.25,24.1379310344828,20,31.4814814814815,5.88235294117647,25,0.53125,0.620689655172414,0.6,0.657407407407407,0.529411764705882,0.625,4.11087386417331
"144",144,"adv_rural","female",54,"once_twice","school","not_encouraged",18,28,9,14,12,16,27,42,18,37,11,15,36,1,0,1,56.25,84.375,48.2758620689655,72.4137931034483,45,90,25.9259259259259,68.5185185185185,70.5882352941177,64.7058823529412,66.6666666666667,62.5,28.125,24.1379310344828,45,42.5925925925926,-5.88235294117648,-4.16666666666667,0.640625,0.620689655172414,0.725,0.712962962962963,0.470588235294118,0.479166666666667,3.58351893845611
"145",145,"adv_rural","female",61,"three_five","home","encouraged",13,12,8,16,7,11,28,15,15,18,7,15,35,1,1,1,40.625,87.5,20.6896551724138,25.8620689655172,40,75,29.6296296296296,33.3333333333333,41.1764705882353,41.1764705882353,45.8333333333333,62.5,46.875,5.17241379310345,35,3.70370370370371,0,16.6666666666667,0.734375,0.525862068965517,0.675,0.518518518518518,0.5,0.583333333333333,3.55534806148941
"146",146,"adv_rural","female",61,"three_five","home","encouraged",29,18,12,22,11,14,30,25,17,39,13,19,48,1,1,1,90.625,93.75,31.0344827586207,43.1034482758621,60,85,40.7407407407407,72.2222222222222,64.7058823529412,76.4705882352941,58.3333333333333,79.1666666666667,3.125,12.0689655172414,25,31.4814814814815,11.7647058823529,20.8333333333333,0.515625,0.560344827586207,0.625,0.657407407407407,0.558823529411765,0.604166666666667,3.87120101090789
"147",147,"adv_rural","female",51,"three_five","home","encouraged",17,15,5,11,10,11,32,43,14,44,15,21,35,0,1,1,53.125,100,25.8620689655172,74.1379310344828,25,70,20.3703703703704,81.4814814814815,58.8235294117647,88.2352941176471,45.8333333333333,87.5,46.875,48.2758620689655,45,61.1111111111111,29.4117647058824,41.6666666666667,0.734375,0.741379310344828,0.725,0.805555555555556,0.647058823529412,0.708333333333333,3.55534806148941
"148",148,"adv_rural","male",49,"over_five","school","encouraged",19,17,7,16,3,6,27,27,18,43,15,20,35,0,1,1,59.375,84.375,29.3103448275862,46.551724137931,35,90,29.6296296296296,79.6296296296296,17.6470588235294,88.2352941176471,25,83.3333333333333,25,17.2413793103448,55,50,70.5882352941177,58.3333333333333,0.625,0.586206896551724,0.775,0.75,0.852941176470588,0.791666666666667,3.55534806148941
"149",149,"adv_rural","male",52,"once_twice","home","encouraged",22,13,10,20,11,14,22,14,9,21,9,7,35,1,1,1,68.75,68.75,22.4137931034483,24.1379310344828,50,45,37.037037037037,38.8888888888889,64.7058823529412,52.9411764705882,58.3333333333333,29.1666666666667,0,1.72413793103448,-5,1.85185185185185,-11.7647058823529,-29.1666666666667,0.5,0.508620689655172,0.475,0.509259259259259,0.441176470588235,0.354166666666667,3.55534806148941
"150",150,"adv_rural","female",55,"three_five","school","encouraged",25,13,12,16,10,14,26,17,6,31,13,9,35,1,1,1,78.125,81.25,22.4137931034483,29.3103448275862,60,30,29.6296296296296,57.4074074074074,58.8235294117647,76.4705882352941,58.3333333333333,37.5,3.125,6.89655172413793,-30,27.7777777777778,17.6470588235294,-20.8333333333333,0.515625,0.53448275862069,0.35,0.638888888888889,0.588235294117647,0.395833333333333,3.55534806148941
"151",151,"adv_rural","female",60,"over_five","school","encouraged",28,10,10,22,12,15,28,15,15,30,11,17,45,1,1,1,87.5,87.5,17.2413793103448,25.8620689655172,50,75,40.7407407407407,55.5555555555556,70.5882352941177,64.7058823529412,62.5,70.8333333333333,0,8.62068965517241,25,14.8148148148148,-5.88235294117648,8.33333333333333,0.5,0.543103448275862,0.625,0.574074074074074,0.470588235294118,0.541666666666667,3.80666248977032
"152",152,"adv_rural","female",43,"rare","school","not_encouraged",14,9,5,15,5,6,16,16,12,14,10,14,33,0,0,0,43.75,50,15.5172413793103,27.5862068965517,25,60,27.7777777777778,25.9259259259259,29.4117647058824,58.8235294117647,25,58.3333333333333,6.25,12.0689655172414,35,-1.85185185185185,29.4117647058824,33.3333333333333,0.53125,0.560344827586207,0.675,0.490740740740741,0.647058823529412,0.666666666666667,3.49650756146648
"153",153,"adv_rural","male",55,"three_five","school","encouraged",14,7,9,15,9,12,18,15,16,22,11,16,42,1,1,1,43.75,56.25,12.0689655172414,25.8620689655172,45,80,27.7777777777778,40.7407407407407,52.9411764705882,64.7058823529412,50,66.6666666666667,12.5,13.7931034482759,35,12.962962962963,11.7647058823529,16.6666666666667,0.5625,0.568965517241379,0.675,0.564814814814815,0.558823529411765,0.583333333333333,3.73766961828337
"154",154,"adv_rural","female",52,"over_five","school","encouraged",18,11,9,15,8,12,23,23,15,40,13,18,32,1,1,1,56.25,71.875,18.9655172413793,39.6551724137931,45,75,27.7777777777778,74.0740740740741,47.0588235294118,76.4705882352941,50,75,15.625,20.6896551724138,30,46.2962962962963,29.4117647058823,25,0.578125,0.603448275862069,0.65,0.731481481481482,0.647058823529412,0.625,3.46573590279973
"155",155,"adv_rural","female",56,"rare","school","encouraged",26,24,13,25,9,10,17,7,3,13,6,5,40,1,1,0,81.25,53.125,41.3793103448276,12.0689655172414,65,15,46.2962962962963,24.0740740740741,52.9411764705882,35.2941176470588,41.6666666666667,20.8333333333333,-28.125,-29.3103448275862,-50,-22.2222222222222,-17.6470588235294,-20.8333333333333,0.359375,0.353448275862069,0.25,0.388888888888889,0.411764705882353,0.395833333333333,3.68887945411394
"156",156,"adv_rural","male",56,"over_five","home","encouraged",24,11,11,28,14,17,27,14,15,40,12,21,42,1,1,1,75,84.375,18.9655172413793,24.1379310344828,55,75,51.8518518518519,74.0740740740741,82.3529411764706,70.5882352941177,70.8333333333333,87.5,9.375,5.17241379310345,20,22.2222222222222,-11.7647058823529,16.6666666666667,0.546875,0.525862068965517,0.6,0.611111111111111,0.441176470588235,0.583333333333333,3.73766961828337
"157",157,"adv_rural","female",47,"once_twice","home","encouraged",20,19,9,25,12,8,26,24,13,35,11,17,46,0,1,1,62.5,81.25,32.7586206896552,41.3793103448276,45,65,46.2962962962963,64.8148148148148,70.5882352941177,64.7058823529412,33.3333333333333,70.8333333333333,18.75,8.62068965517241,20,18.5185185185185,-5.88235294117648,37.5,0.59375,0.543103448275862,0.6,0.592592592592593,0.470588235294118,0.6875,3.8286413964891
"158",158,"adv_rural","female",56,"once_twice","home","encouraged",17,18,8,17,5,9,24,17,10,19,10,15,39,1,1,1,53.125,75,31.0344827586207,29.3103448275862,40,50,31.4814814814815,35.1851851851852,29.4117647058824,58.8235294117647,37.5,62.5,21.875,-1.72413793103448,10,3.7037037037037,29.4117647058824,25,0.609375,0.491379310344828,0.55,0.518518518518518,0.647058823529412,0.625,3.66356164612965
"159",159,"adv_rural","female",52,"three_five","home","encouraged",28,15,13,27,9,15,31,16,16,22,12,18,69,1,1,1,87.5,96.875,25.8620689655172,27.5862068965517,65,80,50,40.7407407407407,52.9411764705882,70.5882352941177,62.5,75,9.375,1.72413793103448,15,-9.25925925925926,17.6470588235294,12.5,0.546875,0.508620689655172,0.575,0.453703703703704,0.588235294117647,0.5625,4.23410650459726
"160",160,"adv_rural","female",51,"over_five","home","encouraged",23,14,11,23,8,11,31,37,17,42,14,18,36,0,1,1,71.875,96.875,24.1379310344828,63.7931034482759,55,85,42.5925925925926,77.7777777777778,47.0588235294118,82.3529411764706,45.8333333333333,75,25,39.6551724137931,30,35.1851851851852,35.2941176470588,29.1666666666667,0.625,0.698275862068966,0.65,0.675925925925926,0.676470588235294,0.645833333333333,3.58351893845611
"161",161,"adv_rural","male",51,"rare","home","encouraged",7,13,6,11,7,6,12,8,14,22,10,16,35,0,1,0,21.875,37.5,22.4137931034483,13.7931034482759,30,70,20.3703703703704,40.7407407407407,41.1764705882353,58.8235294117647,25,66.6666666666667,15.625,-8.62068965517242,40,20.3703703703704,17.6470588235294,41.6666666666667,0.578125,0.456896551724138,0.7,0.601851851851852,0.588235294117647,0.708333333333333,3.55534806148941
"162",162,"adv_rural","female",53,"three_five","home","encouraged",15,15,8,18,8,11,29,32,12,28,10,14,34,1,1,1,46.875,90.625,25.8620689655172,55.1724137931034,40,60,33.3333333333333,51.8518518518519,47.0588235294118,58.8235294117647,45.8333333333333,58.3333333333333,43.75,29.3103448275862,20,18.5185185185185,11.7647058823529,12.5,0.71875,0.646551724137931,0.6,0.592592592592593,0.558823529411765,0.5625,3.52636052461616
"163",163,"adv_rural","male",50,"over_five","home","encouraged",26,11,14,23,10,11,39,22,16,40,14,17,32,0,1,1,81.25,121.875,18.9655172413793,37.9310344827586,70,80,42.5925925925926,74.0740740740741,58.8235294117647,82.3529411764706,45.8333333333333,70.8333333333333,40.625,18.9655172413793,10,31.4814814814815,23.5294117647059,25,0.703125,0.594827586206897,0.55,0.657407407407407,0.61764705882353,0.625,3.46573590279973
"164",164,"adv_rural","female",59,"over_five","home","encouraged",16,10,8,21,9,12,25,22,14,31,10,18,38,1,1,1,50,78.125,17.2413793103448,37.9310344827586,40,70,38.8888888888889,57.4074074074074,52.9411764705882,58.8235294117647,50,75,28.125,20.6896551724138,30,18.5185185185185,5.88235294117647,25,0.640625,0.603448275862069,0.65,0.592592592592593,0.529411764705882,0.625,3.63758615972639
"165",165,"adv_rural","male",53,"three_five","home","encouraged",14,12,7,9,9,5,22,28,9,30,9,10,32,1,1,1,43.75,68.75,20.6896551724138,48.2758620689655,35,45,16.6666666666667,55.5555555555556,52.9411764705882,52.9411764705882,20.8333333333333,41.6666666666667,25,27.5862068965517,10,38.8888888888889,0,20.8333333333333,0.625,0.637931034482759,0.55,0.694444444444444,0.5,0.604166666666667,3.46573590279973
"166",166,"adv_rural","male",55,"three_five","home","encouraged",15,10,7,9,6,11,24,20,14,27,9,9,34,1,1,1,46.875,75,17.2413793103448,34.4827586206897,35,70,16.6666666666667,50,35.2941176470588,52.9411764705882,45.8333333333333,37.5,28.125,17.2413793103448,35,33.3333333333333,17.6470588235294,-8.33333333333334,0.640625,0.586206896551724,0.675,0.666666666666667,0.588235294117647,0.458333333333333,3.52636052461616
"167",167,"adv_rural","male",57,"rare","home","encouraged",6,13,2,8,7,7,18,6,4,0,1,4,35,1,1,0,18.75,56.25,22.4137931034483,10.3448275862069,10,20,14.8148148148148,0,41.1764705882353,5.88235294117647,29.1666666666667,16.6666666666667,37.5,-12.0689655172414,10,-14.8148148148148,-35.2941176470588,-12.5,0.6875,0.439655172413793,0.55,0.425925925925926,0.323529411764706,0.4375,3.55534806148941
"168",168,"adv_rural","male",58,"once_twice","home","encouraged",16,5,5,8,6,9,13,14,11,11,9,16,34,1,1,1,50,40.625,8.62068965517241,24.1379310344828,25,55,14.8148148148148,20.3703703703704,35.2941176470588,52.9411764705882,37.5,66.6666666666667,-9.375,15.5172413793103,30,5.55555555555556,17.6470588235294,29.1666666666667,0.453125,0.577586206896552,0.65,0.527777777777778,0.588235294117647,0.645833333333333,3.52636052461616
"169",169,"adv_rural","male",44,"three_five","home","encouraged",10,12,4,9,10,11,13,15,3,8,3,5,28,0,1,1,31.25,40.625,20.6896551724138,25.8620689655172,20,15,16.6666666666667,14.8148148148148,58.8235294117647,17.6470588235294,45.8333333333333,20.8333333333333,9.375,5.17241379310345,-5,-1.85185185185185,-41.1764705882353,-25,0.546875,0.525862068965517,0.475,0.490740740740741,0.294117647058824,0.375,3.3322045101752
"170",170,"adv_rural","male",39,"rare","home","not_encouraged",14,12,4,5,7,5,13,11,8,19,10,8,29,0,0,0,43.75,40.625,20.6896551724138,18.9655172413793,20,40,9.25925925925926,35.1851851851852,41.1764705882353,58.8235294117647,20.8333333333333,33.3333333333333,-3.125,-1.72413793103448,20,25.9259259259259,17.6470588235294,12.5,0.484375,0.491379310344828,0.6,0.62962962962963,0.588235294117647,0.5625,3.36729582998647
"171",171,"adv_rural","male",53,"over_five","school","encouraged",21,17,12,16,10,13,27,20,14,29,15,16,37,1,1,1,65.625,84.375,29.3103448275862,34.4827586206897,60,70,29.6296296296296,53.7037037037037,58.8235294117647,88.2352941176471,54.1666666666667,66.6666666666667,18.75,5.17241379310345,10,24.0740740740741,29.4117647058824,12.5,0.59375,0.525862068965517,0.55,0.62037037037037,0.647058823529412,0.5625,3.61091791264422
"172",172,"adv_rural","female",52,"over_five","home","encouraged",23,10,9,9,7,6,21,16,11,20,9,9,32,1,1,1,71.875,65.625,17.2413793103448,27.5862068965517,45,55,16.6666666666667,37.037037037037,41.1764705882353,52.9411764705882,25,37.5,-6.25,10.3448275862069,10,20.3703703703704,11.7647058823529,12.5,0.46875,0.551724137931034,0.55,0.601851851851852,0.558823529411765,0.5625,3.46573590279973
"173",173,"adv_rural","male",57,"three_five","home","not_encouraged",25,11,10,19,11,13,28,29,20,25,16,19,35,1,0,1,78.125,87.5,18.9655172413793,50,50,100,35.1851851851852,46.2962962962963,64.7058823529412,94.1176470588235,54.1666666666667,79.1666666666667,9.375,31.0344827586207,50,11.1111111111111,29.4117647058824,25,0.546875,0.655172413793103,0.75,0.555555555555556,0.647058823529412,0.625,3.55534806148941
"174",174,"adv_rural","female",40,"three_five","home","encouraged",11,10,7,14,4,8,16,22,11,21,9,9,35,0,1,1,34.375,50,17.2413793103448,37.9310344827586,35,55,25.9259259259259,38.8888888888889,23.5294117647059,52.9411764705882,33.3333333333333,37.5,15.625,20.6896551724138,20,12.962962962963,29.4117647058823,4.16666666666666,0.578125,0.603448275862069,0.6,0.564814814814815,0.647058823529412,0.520833333333333,3.55534806148941
"175",175,"adv_rural","female",47,"once_twice","home","encouraged",16,13,7,7,6,9,22,13,4,18,11,9,32,0,1,1,50,68.75,22.4137931034483,22.4137931034483,35,20,12.962962962963,33.3333333333333,35.2941176470588,64.7058823529412,37.5,37.5,18.75,0,-15,20.3703703703704,29.4117647058823,0,0.59375,0.5,0.425,0.601851851851852,0.647058823529412,0.5,3.46573590279973
"176",176,"adv_rural","male",51,"once_twice","home","encouraged",25,19,11,24,12,8,26,20,15,24,11,13,47,0,1,1,78.125,81.25,32.7586206896552,34.4827586206897,55,75,44.4444444444444,44.4444444444444,70.5882352941177,64.7058823529412,33.3333333333333,54.1666666666667,3.125,1.72413793103448,20,0,-5.88235294117648,20.8333333333333,0.515625,0.508620689655172,0.6,0.5,0.470588235294118,0.604166666666667,3.85014760171006
"177",177,"adv_rural","male",48,"once_twice","home","encouraged",11,7,4,14,3,13,11,12,8,27,11,10,35,0,1,1,34.375,34.375,12.0689655172414,20.6896551724138,20,40,25.9259259259259,50,17.6470588235294,64.7058823529412,54.1666666666667,41.6666666666667,0,8.62068965517241,20,24.0740740740741,47.0588235294118,-12.5,0.5,0.543103448275862,0.6,0.62037037037037,0.735294117647059,0.4375,3.55534806148941
"178",178,"adv_rural","female",49,"rare","home","not_encouraged",15,16,6,9,4,7,20,16,7,17,10,5,35,0,0,0,46.875,62.5,27.5862068965517,27.5862068965517,30,35,16.6666666666667,31.4814814814815,23.5294117647059,58.8235294117647,29.1666666666667,20.8333333333333,15.625,0,5,14.8148148148148,35.2941176470588,-8.33333333333334,0.578125,0.5,0.525,0.574074074074074,0.676470588235294,0.458333333333333,3.55534806148941
"179",179,"adv_rural","male",50,"once_twice","home","encouraged",12,8,5,17,8,10,18,19,12,13,12,17,30,0,1,1,37.5,56.25,13.7931034482759,32.7586206896552,25,60,31.4814814814815,24.0740740740741,47.0588235294118,70.5882352941177,41.6666666666667,70.8333333333333,18.75,18.9655172413793,35,-7.40740740740741,23.5294117647059,29.1666666666667,0.59375,0.594827586206897,0.675,0.462962962962963,0.61764705882353,0.645833333333333,3.40119738166216
"180",180,"disadv_rural","female",53,"rare","school","not_encouraged",10,13,4,13,7,8,19,16,9,16,7,11,35,1,0,0,31.25,59.375,22.4137931034483,27.5862068965517,20,45,24.0740740740741,29.6296296296296,41.1764705882353,41.1764705882353,33.3333333333333,45.8333333333333,28.125,5.17241379310344,25,5.55555555555556,0,12.5,0.640625,0.525862068965517,0.625,0.527777777777778,0.5,0.5625,3.55534806148941
"181",181,"disadv_rural","female",52,"rare","school","not_encouraged",13,15,8,19,8,9,21,11,8,16,7,11,39,1,0,0,40.625,65.625,25.8620689655172,18.9655172413793,40,40,35.1851851851852,29.6296296296296,47.0588235294118,41.1764705882353,37.5,45.8333333333333,25,-6.89655172413793,0,-5.55555555555555,-5.88235294117647,8.33333333333334,0.625,0.46551724137931,0.5,0.472222222222222,0.470588235294118,0.541666666666667,3.66356164612965
"182",182,"disadv_rural","male",51,"rare","school","not_encouraged",19,12,9,17,8,12,27,16,12,27,11,16,39,0,0,0,59.375,84.375,20.6896551724138,27.5862068965517,45,60,31.4814814814815,50,47.0588235294118,64.7058823529412,50,66.6666666666667,25,6.89655172413793,15,18.5185185185185,17.6470588235294,16.6666666666667,0.625,0.53448275862069,0.575,0.592592592592593,0.588235294117647,0.583333333333333,3.66356164612965
"183",183,"disadv_rural","male",52,"rare","school","not_encouraged",20,16,12,22,11,17,25,19,14,26,11,15,36,1,0,0,62.5,78.125,27.5862068965517,32.7586206896552,60,70,40.7407407407407,48.1481481481481,64.7058823529412,64.7058823529412,70.8333333333333,62.5,15.625,5.17241379310345,10,7.4074074074074,0,-8.33333333333333,0.578125,0.525862068965517,0.55,0.537037037037037,0.5,0.458333333333333,3.58351893845611
"184",184,"disadv_rural","male",46,"rare","school","not_encouraged",13,3,3,1,4,4,24,11,10,13,11,13,27,0,0,0,40.625,75,5.17241379310345,18.9655172413793,15,50,1.85185185185185,24.0740740740741,23.5294117647059,64.7058823529412,16.6666666666667,54.1666666666667,34.375,13.7931034482759,35,22.2222222222222,41.1764705882353,37.5,0.671875,0.568965517241379,0.675,0.611111111111111,0.705882352941176,0.6875,3.29583686600433
"185",185,"disadv_rural","female",51,"rare","school","not_encouraged",21,19,12,25,13,14,24,15,11,25,8,14,45,0,0,0,65.625,75,32.7586206896552,25.8620689655172,60,55,46.2962962962963,46.2962962962963,76.4705882352941,47.0588235294118,58.3333333333333,58.3333333333333,9.375,-6.89655172413793,-5,0,-29.4117647058823,0,0.546875,0.46551724137931,0.475,0.5,0.352941176470588,0.5,3.80666248977032
"186",186,"disadv_rural","female",47,"rare","school","not_encouraged",19,12,13,27,8,11,24,14,15,21,7,13,28,0,0,0,59.375,75,20.6896551724138,24.1379310344828,65,75,50,38.8888888888889,47.0588235294118,41.1764705882353,45.8333333333333,54.1666666666667,15.625,3.44827586206896,10,-11.1111111111111,-5.88235294117647,8.33333333333333,0.578125,0.517241379310345,0.55,0.444444444444444,0.470588235294118,0.541666666666667,3.3322045101752
"187",187,"disadv_rural","female",51,"three_five","school","encouraged",25,13,12,21,12,16,31,16,15,25,11,18,40,0,1,1,78.125,96.875,22.4137931034483,27.5862068965517,60,75,38.8888888888889,46.2962962962963,70.5882352941177,64.7058823529412,66.6666666666667,75,18.75,5.17241379310344,15,7.40740740740741,-5.88235294117648,8.33333333333333,0.59375,0.525862068965517,0.575,0.537037037037037,0.470588235294118,0.541666666666667,3.68887945411394
"188",188,"disadv_rural","female",54,"rare","school","encouraged",8,20,5,8,7,6,14,13,11,11,8,10,47,1,1,0,25,43.75,34.4827586206897,22.4137931034483,25,55,14.8148148148148,20.3703703703704,41.1764705882353,47.0588235294118,25,41.6666666666667,18.75,-12.0689655172414,30,5.55555555555556,5.88235294117647,16.6666666666667,0.59375,0.439655172413793,0.65,0.527777777777778,0.529411764705882,0.583333333333333,3.85014760171006
"189",189,"disadv_rural","female",54,"once_twice","school","encouraged",12,4,9,4,7,6,17,13,10,12,9,8,36,1,1,1,37.5,53.125,6.89655172413793,22.4137931034483,45,50,7.40740740740741,22.2222222222222,41.1764705882353,52.9411764705882,25,33.3333333333333,15.625,15.5172413793103,5,14.8148148148148,11.7647058823529,8.33333333333334,0.578125,0.577586206896552,0.525,0.574074074074074,0.558823529411765,0.541666666666667,3.58351893845611
"190",190,"disadv_rural","male",57,"once_twice","school","encouraged",24,11,10,28,12,11,30,24,18,26,14,16,39,1,1,1,75,93.75,18.9655172413793,41.3793103448276,50,90,51.8518518518519,48.1481481481481,70.5882352941177,82.3529411764706,45.8333333333333,66.6666666666667,18.75,22.4137931034483,40,-3.70370370370371,11.7647058823529,20.8333333333333,0.59375,0.612068965517241,0.7,0.481481481481481,0.558823529411765,0.604166666666667,3.66356164612965
